Trainer,Name,Location,Items,Required,Double,Pokemon,Ability,Held Item,Level,Attack 1,Attack 2,Attack 3,Attack 4,IV
rse_swimmer_f,Dawn,Route 105,,,,Marill,Thick Fat,,27,Tail Whip,Water Gun,Rollout,Bubble Beam,0
rse_swimmer_f,Debra,Route 133,,,,Goldeen,Swift Swim,,34,Supersonic,Horn Attack,Flail,Fury Attack,0
,,,,,,Seaking,Swift Swim,,34,Supersonic,Horn Attack,Flail,Fury Attack,0
rse_swimmer_f,Denise,Route 107,,,,Wingull,Keen Eye,,27,Water Gun,Supersonic,Wing Attack,Mist,0
rse_swimmer_f,Grace,Route 124,,,,Marill,Thick Fat,,33,Water Gun,Rollout,Bubble Beam,Double-Edge,0
,,,,,,Wailmer,Water Veil,,33,Whirlpool,Astonish,Water Pulse,Mist,0
,,,,,,Wingull,Keen Eye,,33,Supersonic,Wing Attack,Mist,Quick Attack,0
rse_swimmer_f,Jenny,Route 124,,,,Wailmer,Water Veil,,35,Whirlpool,Astonish,Water Pulse,Mist,0
rse_swimmer_f,Kara,Route 131,,,,Seaking,Swift Swim,,35,Supersonic,Horn Attack,Flail,Fury Attack,0
rse_swimmer_f,Katie,Route 130,,,,Goldeen,Swift Swim,,33,Supersonic,Horn Attack,Flail,Fury Attack,0
,,,,,,Chinchou,Volt Absorb,,33,Flail,Water Gun,Spark,Confuse Ray,0
,,,,,,Spheal,Thick Fat,,33,Ice Ball,Body Slam,Aurora Beam,Hail,0
rse_swimmer_f,Laurel,Route 134,,,,Luvdisc,Swift Swim,,33,Water Gun,Agility,Take Down,Attract,0
,,,,,,Luvdisc,Swift Swim,,33,Water Gun,Agility,Take Down,Attract,0
,,,,,,Luvdisc,Swift Swim,,33,Water Gun,Agility,Take Down,Attract,0
rse_swimmer_f,Linda,Route 133,,,,Horsea,Swift Swim,,34,Smokescreen,Leer,Water Gun,Twister,0
,,,,,,Seadra,Swift Swim,,34,Smokescreen,Leer,Water Gun,Twister,0
rse_swimmer_f,Missy,Route 108,,,,Goldeen,Swift Swim,,24,Water Sport,Supersonic,Horn Attack,Flail,0
,,,,,,Wingull,Keen Eye,,24,Water Gun,Supersonic,Wing Attack,Mist,0
,,,,,,Marill,Thick Fat,,24,Tail Whip,Water Gun,Rollout,Bubble Beam,0
,,,,,,Wailmer,Water Veil,,24,Water Gun,Rollout,Whirlpool,Astonish,0
rse_swimmer_f,Nicole,Route 106,,,,Wailmer,Water Veil,,27,Water Gun,Rollout,Whirlpool,Astonish,0
rse_swimmer_f,Nikki,Route 126,,,,Marill,Thick Fat,,32,Water Gun,Rollout,Bubble Beam,Double-Edge,0
,,,,,,Wailmer,Water Veil,,32,Whirlpool,Astonish,Water Pulse,Mist,0
,,,,,,Spheal,Thick Fat,,32,Ice Ball,Body Slam,Aurora Beam,Hail,0
rse_swimmer_f,Sharon,Route 125,,,,Goldeen,Swift Swim,,34,Supersonic,Horn Attack,Flail,Fury Attack,0
,,,,,,Seaking,Swift Swim,,34,Supersonic,Horn Attack,Flail,Fury Attack,0
rse_swimmer_f,Susie,Route 131,,,,Horsea,Swift Swim,,33,Smokescreen,Leer,Water Gun,Twister,0
,,,,,,Wailmer,Water Veil,,33,Whirlpool,Astonish,Water Pulse,Mist,0
,,,,,,Pelipper,Keen Eye,,33,Mist,Protect,Stockpile,Swallow,0
rse_swimmer_f,Tanya,Route 125,,,,Luvdisc,Swift Swim,,35,Water Gun,Agility,Take Down,Attract,0
rse_swimmer_f,Tara,Route 108,,,,Horsea,Swift Swim,,26,Bubble,Smokescreen,Leer,Water Gun,0
,,,,,,Marill,Thick Fat,,26,Tail Whip,Water Gun,Rollout,Bubble Beam,0
rse_swimmer_f,Tisha,Route 129,,,,Chinchou,Volt Absorb,,33,Flail,Water Gun,Spark,Confuse Ray,0
,,,,,,Luvdisc,Swift Swim,,33,Water Gun,Agility,Take Down,Attract,0
,,,,,,Pelipper,Keen Eye,,33,Mist,Protect,Stockpile,Swallow,0
rse_swimmer_m,Austin,Route 105,,,,Magikarp,Swift Swim,,25,Splash,Tackle,~,~,0
,,,,,,Tentacool,Clear Body,,25,Supersonic,Constrict,Acid,Bubble Beam,0
,,,,,,Wingull,Keen Eye,,25,Water Gun,Supersonic,Wing Attack,Mist,0
rse_swimmer_m,Barry,Route 126,,,,Gyarados,Intimidate,,35,Bite,Dragon Rage,Leer,Twister,0
rse_swimmer_m,Chad,Route 124,,,,Wingull,Keen Eye,,34,Supersonic,Wing Attack,Mist,Quick Attack,0
,,,,,,Wailmer,Water Veil,,34,Whirlpool,Astonish,Water Pulse,Mist,0
rse_swimmer_m,Cody,Route 125,,,,Staryu,Illuminate,,34,Camouflage,Swift,Bubble Beam,Minimize,0
,,,,,,Wingull,Keen Eye,,34,Supersonic,Wing Attack,Mist,Quick Attack,0
rse_swimmer_m,Darrin,Route 107,,,,Tentacool,Clear Body,,27,Supersonic,Constrict,Acid,Bubble Beam,0
rse_swimmer_m,David,Route 109,,,,Wingull,Keen Eye,,26,Water Gun,Supersonic,Wing Attack,Mist,0
,,,,,,Carvanha,Rough Skin,,26,Rage,Focus Energy,Scary Face,Crunch,0
rse_swimmer_m,Dean,Route 126,,,,Carvanha,Rough Skin,,33,Scary Face,Crunch,Screech,Take Down,0
,,,,,,Wingull,Keen Eye,,33,Supersonic,Wing Attack,Mist,Quick Attack,0
,,,,,,Carvanha,Rough Skin,,33,Scary Face,Crunch,Screech,Take Down,0
rse_swimmer_m,Douglas,Route 106,,,,Tentacool,Clear Body,,26,Supersonic,Constrict,Acid,Bubble Beam,0
,,,,,,Tentacool,Clear Body,,26,Supersonic,Constrict,Acid,Bubble Beam,0
rse_swimmer_m,Franklin,Route 133,,,,Tentacruel,Clear Body,,34,Constrict,Acid,Bubble Beam,Wrap,0
,,,,,,Sealeo,Thick Fat,,34,Ice Ball,Body Slam,Aurora Beam,Hail,0
rse_swimmer_m,Gilbert,Route 132,,,,Sharpedo,Rough Skin,,35,Scary Face,Crunch,Screech,Slash,0
rse_swimmer_m,Herman,Route 131,,,,Wailmer,Water Veil,,34,Whirlpool,Astonish,Water Pulse,Mist,0
,,,,,,Tentacruel,Clear Body,,34,Constrict,Acid,Bubble Beam,Wrap,0
rse_swimmer_m,Jack,Route 134,,,,Staryu,Illuminate,,34,Camouflage,Swift,Bubble Beam,Minimize,0
,,,,,,Gyarados,Intimidate,,34,Thrash,Bite,Dragon Rage,Leer,0
rse_swimmer_m,Jerome,Route 108,,,,Tentacool,Clear Body,,26,Supersonic,Constrict,Acid,Bubble Beam,0
,,,,,,Wingull,Keen Eye,,26,Water Gun,Supersonic,Wing Attack,Mist,0
rse_swimmer_m,Luis,Route 105,,,,Carvanha,Rough Skin,,27,Rage,Focus Energy,Scary Face,Crunch,0
rse_swimmer_m,Matthew,Route 108,,,,Carvanha,Rough Skin,,27,Rage,Focus Energy,Scary Face,Crunch,0
rse_swimmer_m,Reed,Route 129,,,,Carvanha,Rough Skin,,32,Scary Face,Crunch,Screech,Take Down,0
,,,,,,Carvanha,Rough Skin,,32,Scary Face,Crunch,Screech,Take Down,0
,,,,,,Spheal,Thick Fat,,32,Ice Ball,Body Slam,Aurora Beam,Hail,0
,,,,,,Sharpedo,Rough Skin,,32,Focus Energy,Scary Face,Crunch,Screech,0
rse_swimmer_m,Richard,Route 131,,,,Pelipper,Keen Eye,,35,Mist,Protect,Stockpile,Swallow,0
rse_swimmer_m,Rodney,Route 130,,,,Horsea,Swift Swim,,34,Smokescreen,Leer,Water Gun,Twister,0
,,,,,,Gyarados,Intimidate,,34,Thrash,Bite,Dragon Rage,Leer,0
rse_swimmer_m,Roland,Route 124,,,,Carvanha,Rough Skin,,35,Scary Face,Crunch,Screech,Take Down,0
rse_swimmer_m,Spencer,Route 124,,,,Tentacool,Clear Body,,33,Constrict,Acid,Bubble Beam,Wrap,0
,,,,,,Tentacool,Clear Body,,33,Constrict,Acid,Bubble Beam,Wrap,0
,,,,,,Tentacool,Clear Body,,33,Constrict,Acid,Bubble Beam,Wrap,0
rse_swimmer_m,Stan,Route 125,,,,Horsea,Swift Swim,,35,Smokescreen,Leer,Water Gun,Twister,0
rse_swimmer_m,Tony,Route 107,,,,Carvanha,Rough Skin,,27,Rage,Focus Energy,Scary Face,Crunch,0
rse_tabitha,Tabitha,Mt. Chimney,,y,,Numel,Oblivious,,20,Growl,Tackle,Ember,Magnitude,50
,,,,,,Poochyena,Run Away,,20,Howl,Sand Attack,Bite,Odor Sleuth,50
,,,,,,Numel,Oblivious,,20,Growl,Tackle,Ember,Magnitude,50
rse_tabitha,Tabitha,Magma Hideout,[1] Super Potion,y,,Numel,Oblivious,,32,Magnitude,Focus Energy,Take Down,Amnesia,50
,,,,,,Mightyena,Intimidate,,32,Odor Sleuth,Roar,Swagger,Scary Face,50
,,,,,,Camerupt,Magma Armor,,32,Magnitude,Focus Energy,Take Down,Amnesia,50
rse_tate_and_liza,Tate & Liza,Mossdeep Gym,[4] Hyper Potion,y,y,Lunatone,Levitate,,42,Light Screen,Psychic,Hypnosis,Calm Mind,250
,,,,,,Solrock,Levitate,,42,Sunny Day,Solar Beam,Psychic,Flamethrower,250
rse_team_aqua_f,Grunt,Weather Institute (1F),,,,Carvanha,Rough Skin,,28,Focus Energy,Scary Face,Crunch,Screech,0
rse_team_aqua_f,Grunt,Aqua Hideout,,,,Poochyena,Run Away,,31,Odor Sleuth,Roar,Swagger,Scary Face,0
,,,,,,Carvanha,Rough Skin,,31,Scary Face,Crunch,Screech,Take Down,0
,,,,,,Carvanha,Rough Skin,,31,Scary Face,Crunch,Screech,Take Down,0
rse_team_aqua_f,Grunt,Aqua Hideout,,,,Zubat,Inner Focus,,33,Bite,Wing Attack,Confuse Ray,Air Cutter,0
rse_team_aqua_m,Grunt,Petalburg Woods,,y,,Poochyena,Run Away,,9,Tackle,Howl,Sand Attack,~,0
rse_team_aqua_m,Grunt,Rusturf Tunnel,,y,,Poochyena,Run Away,,11,Tackle,Howl,Sand Attack,~,0
rse_team_aqua_m,Grunt,Oceanic Museum,,y,,Carvanha,Rough Skin,,15,Bite,Leer,Rage,Focus Energy,0
rse_team_aqua_m,Grunt,Oceanic Museum,,y,,Zubat,Inner Focus,,14,Leech Life,Supersonic,Astonish,~,0
,,,,,,Carvanha,Rough Skin,,14,Bite,Leer,Rage,Focus Energy,0
rse_team_aqua_m,Grunt,Mt. Chimney,,y,,Zubat,Inner Focus,,20,Leech Life,Supersonic,Astonish,Bite,0
,,,,,,Poochyena,Run Away,,20,Howl,Sand Attack,Bite,Odor Sleuth,0
rse_team_aqua_m,Grunt,Weather Institute (1F),,,,Zubat,Inner Focus,,27,Astonish,Bite,Wing Attack,Confuse Ray,0
,,,,,,Poochyena,Run Away,,27,Bite,Odor Sleuth,Roar,Swagger,0
rse_team_aqua_m,Grunt,Weather Institute (2F),,,,Poochyena,Run Away,,27,Bite,Odor Sleuth,Roar,Swagger,0
,,,,,,Carvanha,Rough Skin,,27,Rage,Focus Energy,Scary Face,Crunch,0
rse_team_aqua_m,Grunt,Weather Institute (2F),,,,Poochyena,Run Away,,26,Bite,Odor Sleuth,Roar,Swagger,0
,,,,,,Zubat,Inner Focus,,26,Astonish,Bite,Wing Attack,Confuse Ray,0
,,,,,,Carvanha,Rough Skin,,26,Rage,Focus Energy,Scary Face,Crunch,0
rse_team_aqua_m,Grunt,Mt. Pyre,,y,,Zubat,Inner Focus,,30,Astonish,Bite,Wing Attack,Confuse Ray,0
,,,,,,Zubat,Inner Focus,,30,Astonish,Bite,Wing Attack,Confuse Ray,0
,,,,,,Zubat,Inner Focus,,30,Astonish,Bite,Wing Attack,Confuse Ray,0
rse_team_aqua_m,Grunt,Mt. Pyre,,y,,Poochyena,Run Away,,31,Odor Sleuth,Roar,Swagger,Scary Face,0
,,,,,,Carvanha,Rough Skin,,31,Scary Face,Crunch,Screech,Take Down,0
rse_team_aqua_m,Grunt,Mt. Pyre,,y,,Carvanha,Rough Skin,,31,Scary Face,Crunch,Screech,Take Down,0
,,,,,,Carvanha,Rough Skin,,31,Scary Face,Crunch,Screech,Take Down,0
rse_team_aqua_m,Grunt,Aqua Hideout,,,,Poochyena,Run Away,,32,Odor Sleuth,Roar,Swagger,Scary Face,0
,,,,,,Poochyena,Run Away,,32,Odor Sleuth,Roar,Swagger,Scary Face,0
rse_team_aqua_m,Grunt,Aqua Hideout,,,,Zubat,Inner Focus,,30,Astonish,Bite,Wing Attack,Confuse Ray,0
,,,,,,Poochyena,Run Away,,30,Odor Sleuth,Roar,Swagger,Scary Face,0
,,,,,,Carvanha,Rough Skin,,30,Focus Energy,Scary Face,Crunch,Screech,0
,,,,,,Poochyena,Run Away,,30,Odor Sleuth,Roar,Swagger,Scary Face,0
rse_team_aqua_m,Grunt,Aqua Hideout,,,,Carvanha,Rough Skin,,33,Scary Face,Crunch,Screech,Take Down,0
rse_team_aqua_m,Grunt,Aqua Hideout,,,,Carvanha,Rough Skin,,32,Scary Face,Crunch,Screech,Take Down,0
,,,,,,Zubat,Inner Focus,,32,Bite,Wing Attack,Confuse Ray,Air Cutter,0
rse_team_aqua_m,Grunt,Seafloor Cavern (Room 1),,,,Poochyena,Run Away,,37,Swagger,Scary Face,Take Down,Taunt,0
,,,,,,Carvanha,Rough Skin,,37,Crunch,Screech,Take Down,Swagger,0
rse_team_aqua_m,Grunt,Seafloor Cavern (Room 1),,,,Carvanha,Rough Skin,,38,Crunch,Screech,Take Down,Swagger,0
rse_team_aqua_m,Grunt,Seafloor Cavern (Room 3),,,,Poochyena,Run Away,,36,Roar,Swagger,Scary Face,Take Down,0
,,,,,,Zubat,Inner Focus,,36,Wing Attack,Confuse Ray,Air Cutter,Mean Look,0
,,,,,,Carvanha,Rough Skin,,36,Scary Face,Crunch,Screech,Take Down,0
rse_team_magma_f,Grunt,Weather Institute (1F),,,,Numel,Oblivious,,28,Tackle,Ember,Magnitude,Focus Energy,0
rse_team_magma_f,Grunt,Magma Hideout,,,,Poochyena,Run Away,,31,Odor Sleuth,Roar,Swagger,Scary Face,0
,,,,,,Numel,Oblivious,,31,Magnitude,Focus Energy,Take Down,Amnesia,0
,,,,,,Numel,Oblivious,,31,Magnitude,Focus Energy,Take Down,Amnesia,0
rse_team_magma_f,Grunt,Magma Hideout,,,,Zubat,Inner Focus,,33,Bite,Wing Attack,Confuse Ray,Air Cutter,0
rse_team_magma_m,Grunt,Petalburg Woods,,y,,Poochyena,Run Away,,9,Tackle,Howl,Sand Attack,~,0
rse_team_magma_m,Grunt,Rusturf Tunnel,,y,,Poochyena,Run Away,,11,Tackle,Howl,Sand Attack,~,0
rse_team_magma_m,Grunt,Oceanic Museum,,y,,Numel,Oblivious,,15,Growl,Tackle,Ember,~,0
rse_team_magma_m,Grunt,Oceanic Museum,,y,,Zubat,Inner Focus,,14,Leech Life,Supersonic,Astonish,~,0
,,,,,,Numel,Oblivious,,14,Growl,Tackle,Ember,~,0
rse_team_magma_m,Grunt,Mt. Chimney,,y,,Zubat,Inner Focus,,20,Leech Life,Supersonic,Astonish,Bite,0
,,,,,,Poochyena,Run Away,,20,Howl,Sand Attack,Bite,Odor Sleuth,0
rse_team_magma_m,Grunt,Weather Institute (1F),,,,Zubat,Inner Focus,,27,Astonish,Bite,Wing Attack,Confuse Ray,0
,,,,,,Poochyena,Run Away,,27,Bite,Odor Sleuth,Roar,Swagger,0
rse_team_magma_m,Grunt,Weather Institute (2F),,,,Poochyena,Run Away,,27,Bite,Odor Sleuth,Roar,Swagger,0
,,,,,,Numel,Oblivious,,27,Tackle,Ember,Magnitude,Focus Energy,0
rse_team_magma_m,Grunt,Weather Institute (2F),,,,Poochyena,Run Away,,26,Bite,Odor Sleuth,Roar,Swagger,0
,,,,,,Zubat,Inner Focus,,26,Astonish,Bite,Wing Attack,Confuse Ray,0
,,,,,,Numel,Oblivious,,26,Tackle,Ember,Magnitude,Focus Energy,0
rse_team_magma_m,Grunt,Mt. Pyre,,y,,Zubat,Inner Focus,,30,Astonish,Bite,Wing Attack,Confuse Ray,0
,,,,,,Zubat,Inner Focus,,30,Astonish,Bite,Wing Attack,Confuse Ray,0
,,,,,,Zubat,Inner Focus,,30,Astonish,Bite,Wing Attack,Confuse Ray,0
rse_team_magma_m,Grunt,Mt. Pyre,,y,,Poochyena,Run Away,,31,Odor Sleuth,Roar,Swagger,Scary Face,0
,,,,,,Numel,Oblivious,,31,Magnitude,Focus Energy,Take Down,Amnesia,0
rse_team_magma_m,Grunt,Mt. Pyre,,y,,Numel,Oblivious,,31,Magnitude,Focus Energy,Take Down,Amnesia,0
,,,,,,Numel,Oblivious,,31,Magnitude,Focus Energy,Take Down,Amnesia,0
rse_team_magma_m,Grunt,Magma Hideout,,,,Poochyena,Run Away,,32,Odor Sleuth,Roar,Swagger,Scary Face,0
,,,,,,Poochyena,Run Away,,32,Odor Sleuth,Roar,Swagger,Scary Face,0
rse_team_magma_m,Grunt,Magma Hideout,,,,Zubat,Inner Focus,,30,Astonish,Bite,Wing Attack,Confuse Ray,0
,,,,,,Poochyena,Run Away,,30,Odor Sleuth,Roar,Swagger,Scary Face,0
,,,,,,Numel,Oblivious,,30,Ember,Magnitude,Focus Energy,Take Down,0
,,,,,,Poochyena,Run Away,,30,Odor Sleuth,Roar,Swagger,Scary Face,0
rse_team_magma_m,Grunt,Magma Hideout,,,,Numel,Oblivious,,33,Magnitude,Focus Energy,Take Down,Amnesia,0
rse_team_magma_m,Grunt,Magma Hideout,,,,Numel,Oblivious,,32,Magnitude,Focus Energy,Take Down,Amnesia,0
,,,,,,Zubat,Inner Focus,,32,Astonish,Bite,Wing Attack,Confuse Ray,0
rse_team_magma_m,Grunt,Seafloor Cavern (Room 1),,,,Poochyena,Run Away,,37,Swagger,Scary Face,Take Down,Taunt,0
,,,,,,Numel,Oblivious,,37,Focus Energy,Take Down,Amnesia,Earthquake,0
rse_team_magma_m,Grunt,Seafloor Cavern (Room 1),,,,Numel,Oblivious,,38,Focus Energy,Take Down,Amnesia,Earthquake,0
rse_team_magma_m,Grunt,Seafloor Cavern (Room 3),,,,Poochyena,Run Away,,36,Roar,Swagger,Scary Face,Take Down,0
,,,,,,Zubat,Inner Focus,,36,Wing Attack,Confuse Ray,Air Cutter,Mean Look,0
,,,,,,Numel,Oblivious,,36,Focus Energy,Take Down,Amnesia,Earthquake,0
rse_triathlete_biker_f,Abigail,Cycling Road,,,,Magnemite,Magnet Pull,,17,Tackle,Thunder Shock,Supersonic,Sonic Boom,0
rse_triathlete_biker_f,Jasmine,Cycling Road,,,,Magnemite,Magnet Pull,,15,Metal Sound,Tackle,Thunder Shock,Supersonic,80
,,,,,,Magnemite,Magnet Pull,,15,Metal Sound,Tackle,Thunder Shock,Supersonic,80
,,,,,,Voltorb,Soundproof,,7,Charge,Tackle,~,~,0
rse_triathlete_biker_m,Anthony,Cycling Road,,,,Magnemite,Magnet Pull,,16,Tackle,Thunder Shock,Supersonic,Sonic Boom,0
,,,,,,Magnemite,Magnet Pull,,16,Tackle,Thunder Shock,Supersonic,Sonic Boom,0
rse_triathlete_biker_m,Benjamin,Cycling Road,,,,Magnemite,Magnet Pull,,17,Tackle,Thunder Shock,Supersonic,Sonic Boom,0
rse_triathlete_biker_m,Jacob,Cycling Road,,,,Voltorb,Soundproof,,7,Charge,Tackle,~,~,0
,,,,,,Voltorb,Soundproof,,7,Charge,Tackle,~,~,0
,,,,,,Magnemite,Magnet Pull,,15,Metal Sound,Tackle,Thunder Shock,Supersonic,160
rse_triathlete_runner_f,Maria,Route 117,,,,Doduo,Run Away,,18,Peck,Growl,Pursuit,Fury Attack,0
rse_triathlete_runner_m,Dylan,Route 117,,,,Doduo,Run Away,,18,Peck,Growl,Pursuit,Fury Attack,0
rse_triathlete_swimmer_f,Allison,Route 129,,,,Wingull,Keen Eye,,25,Water Gun,Supersonic,Wing Attack,Mist,0
,,,,,,Wingull,Keen Eye,,25,Water Gun,Supersonic,Wing Attack,Mist,0
,,,,,,Staryu,Illuminate,,33,Camouflage,Swift,Bubble Beam,Minimize,240
,,,,,,Wingull,Keen Eye,,25,Water Gun,Supersonic,Wing Attack,Mist,0
rse_triathlete_swimmer_f,Connor,Route 127,,,,Wingull,Keen Eye,,25,Water Gun,Supersonic,Wing Attack,Mist,0
,,,,,,Staryu,Illuminate,,33,Camouflage,Swift,Bubble Beam,Minimize,160
,,,,,,Wingull,Keen Eye,,25,Water Gun,Supersonic,Wing Attack,Mist,0
,,,,,,Staryu,Illuminate,,33,Camouflage,Swift,Bubble Beam,Minimize,160
rse_triathlete_swimmer_f,Katelyn,Route 128,,,,Staryu,Illuminate,,36,Camouflage,Swift,Bubble Beam,Minimize,0
rse_triathlete_swimmer_m,Caleb,Route 127,,,,Staryu,Illuminate,,33,Camouflage,Swift,Bubble Beam,Minimize,0
,,,,,,Staryu,Illuminate,,33,Camouflage,Swift,Bubble Beam,Minimize,0
,,,,,,Staryu,Illuminate,,33,Camouflage,Swift,Bubble Beam,Minimize,0
,,,,,,Staryu,Illuminate,,33,Camouflage,Swift,Bubble Beam,Minimize,0
rse_triathlete_swimmer_m,Chase,Route 129,,,,Wingull,Keen Eye,,27,Water Gun,Supersonic,Wing Attack,Mist,0
,,,,,,Staryu,Illuminate,,35,Camouflage,Swift,Bubble Beam,Minimize,80
rse_triathlete_swimmer_m,Isaiah,Route 128,,,,Staryu,Illuminate,,36,Camouflage,Swift,Bubble Beam,Minimize,0
rse_tuber_f,Carmen,Route 109,,,,Marill,Thick Fat,,27,Tail Whip,Water Gun,Rollout,Bubble Beam,0
rse_tuber_f,Gwen,Route 109,,,,Marill,Thick Fat,,27,Tail Whip,Water Gun,Rollout,Bubble Beam,0
rse_tuber_f,Lola,Route 109,,,,Marill,Thick Fat,,26,Tail Whip,Water Gun,Rollout,Bubble Beam,10
,,,,,,Marill,Thick Fat,,26,Tail Whip,Water Gun,Rollout,Bubble Beam,10
rse_tuber_m,Charlie,Abandoned Ship (1F),,,,Marill,Thick Fat,,27,Tail Whip,Water Gun,Rollout,Bubble Beam,0
rse_tuber_m,Ricky,Route 109,,,,Zigzagoon,Pickup,,14,Sand Attack,Headbutt,Tail Whip,Surf,0
rse_tuber_m,Simon,Seashore House,,,,Azurill,Thick Fat,,12,Splash,Charm,Tail Whip,Bubble,0
,,,,,,Marill,Thick Fat,,12,Tackle,Defense Curl,Tail Whip,Water Gun,0
rse_twins,Amy & Liv,Route 103,,,y,Plusle,Plus,,16,Growl,Thunder Wave,Quick Attack,Helping Hand,0
,,,,,,Minun,Minus,,16,Growl,Thunder Wave,Quick Attack,Helping Hand,0
rse_twins,Gina & Mia,Route 104,,,y,Lotad,Swift Swim,,8,Astonish,Growl,Absorb,~,0
,,,,,,Seedot,Chlorophyll,,8,Bide,Harden,Growth,~,0
rse_twins,Miu & Yuki,Route 123,,,y,Beautifly,Swarm,,27,Stun Spore,Morning Sun,Mega Drain,Whirlwind,0
,,,,,,Dustox,Shield Dust,,27,Protect,Moonlight,Psybeam,Whirlwind,0
rse_twins,Tori & Tia,Route 113,,,y,Whismur,Soundproof,,20,Pound,Uproar,Astonish,Howl,0
,,,,,,Whismur,Soundproof,,20,Pound,Uproar,Astonish,Howl,0
rse_wally,Wally,Mauville City,,y,,Ralts,Synchronize,,16,Growl,Confusion,Double Team,Teleport,30
rse_wally,Wally,Victory Road (1F),[2] Super Potion,y,,Altaria,Natural Cure,,44,Aerial Ace,Safeguard,Dragon Breath,Dragon Dance,150
,,,,,,Delcatty,Cute Charm,,43,Sing,Assist,Charm,Feint Attack,150
,,,,,,Roselia,Natural Cure,,44,Magical Leaf,Leech Seed,Giga Drain,Toxic,150
,,,,,,Magneton,Magnet Pull,,41,Supersonic,Thunderbolt,Tri Attack,Screech,150
,,,,,,Gardevoir,Synchronize,,45,Double Team,Calm Mind,Psychic,Future Sight,250
rse_wattson,Wattson,Mauville Gym,[2] Super Potion,y,,Magnemite,Magnet Pull,,22,Supersonic,Sonic Boom,Thunder Shock,Thunder Wave,200
,,,,,,Voltorb,Soundproof,,20,Rollout,Self-Destruct,Spark,Sonic Boom,200
,,,,,,Magneton,Magnet Pull,,23,Supersonic,Sonic Boom,Shock Wave,Thunder Wave,250
rse_winona,Winona,Fortree Gym,[2] Hyper Potion,y,,Swellow,Guts,,31,Quick Attack,Aerial Ace,Double Team,Endeavor,200
,,,,,,Pelipper,Keen Eye,,30,Water Gun,Supersonic,Protect,Aerial Ace,200
,,,,,,Skarmory,Keen Eye,,32,Sand Attack,Fury Attack,Steel Wing,Aerial Ace,200
,,,,,,Altaria,Natural Cure,,33,Earthquake,Dragon Breath,Dragon Dance,Aerial Ace,250
rse_winstrate_vicky,Vicky,Winstrate House,,,,Meditite,Pure Power,,18,High Jump Kick,Meditate,Confusion,Detect,200
rse_winstrate_victor,Victor,Winstrate House,,,,Taillow,Guts,Oran Berry,16,Growl,Focus Energy,Quick Attack,Wing Attack,25
,,,,,,Zigzagoon,Pickup,Oran Berry,16,Growl,Tail Whip,Headbutt,Sand Attack,25
rse_winstrate_victoria,Victoria,Winstrate House,,,,Roselia,Natural Cure,Oran Berry,17,Growth,Poison Sting,Stun Spore,Mega Drain,50
rse_winstrate_vivi,Vivi,Winstrate House,,,,Marill,Thick Fat,,15,Defense Curl,Tail Whip,Water Gun,Rollout,100
,,,,,,Shroomish,Effect Spore,,15,Absorb,Tackle,Stun Spore,Leech Seed,100
,,,,,,Numel,Oblivious,,15,Growl,Tackle,Ember,~,100
rse_young_couple,Dez & Luke,Mt. Pyre (2F),,,y,Delcatty,Cute Charm,,32,Growl,Attract,Sing,Double Slap,0
,,,,,,Manectric,Static,,32,Quick Attack,Spark,Odor Sleuth,Roar,0
rse_young_couple,Lois & Hal,Abandoned Ship (1F),,,y,Volbeat,Swarm,,27,Moonlight,Quick Attack,Tail Glow,Signal Beam,0
,,,,,,Illumise,Oblivious,,27,Moonlight,Quick Attack,Wish,Encore,0
rse_young_couple,Mel & Paul,Route 109,,,y,Dustox,Shield Dust,,27,Gust,Psybeam,Toxic,Protect,0
,,,,,,Beautifly,Swarm,,27,Gust,Mega Drain,Attract,Stun Spore,0
rse_youngster,Allen,Route 102,,,,Poochyena,Run Away,,5,Tackle,Howl,~,~,0
,,,,,,Taillow,Guts,,3,Peck,Growl,~,~,0
rse_youngster,Ben,Mauville Gym,,,,Zigzagoon,Pickup,,19,Headbutt,Sand Attack,Growl,Thunderbolt,100
rse_youngster,Billy,Route 104,,,,Seedot,Chlorophyll,,6,Bide,Harden,~,~,0
,,,,,,Taillow,Guts,,8,Peck,Growl,Focus Energy,Quick Attack,0
rse_youngster,Calvin,Route 102,,y,,Zigzagoon,Pickup,,5,Tackle,Growl,Tail Whip,~,0
rse_youngster,Dillon,Route 113,,,,Aron,Sturdy,,20,Mud-Slap,Headbutt,Metal Claw,Iron Defense,0
rse_youngster,Eddie,Trick House 1,,,,Zigzagoon,Pickup,,14,Growl,Tail Whip,Headbutt,Sand Attack,0
,,,,,,Zigzagoon,Pickup,,16,Growl,Tail Whip,Headbutt,Sand Attack,0
rse_youngster,Joey,Route 116,,,,Zigzagoon,Pickup,,8,Tackle,Growl,Tail Whip,~,0
,,,,,,Machop,Guts,,10,Low Kick,Leer,Focus Energy,~,0
rse_youngster,Josh,Rustboro Gym,,,,Geodude,Rock Head,,10,Tackle,Defense Curl,Mud Sport,~,100
,,,,,,Geodude,Rock Head,,8,Tackle,Defense Curl,Mud Sport,~,100
,,,,,,Geodude,Rock Head,,6,Tackle,Defense Curl,Mud Sport,~,100
rse_youngster,Neal,Route 113,,,,Trapinch,Hyper Cutter,,18,Bite,Sand Attack,Feint Attack,~,0
